Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
JUST,19 (13),7 (0),17,73.3%,2,79.4,1,1.17,SAW,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
rmn,21 (14),6 (4),19,63.3%,2,77.6,2,1.11,SAW,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
arki,19 (9),1 (0),18,66.7%,1,69.1,1,0.97,SAW,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
stadodo,11 (4),9 (5),20,56.7%,-9,49.2,-5,0.66,SAW,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
Nodios,20 (13),7 (2),16,76.7%,4,75.3,3,1.25,Copenhagen Flames,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
AcilioN,26 (10),7 (4),20,73.3%,6,88.0,-1,1.2,Copenhagen Flames,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
nicoodoz,18 (4),5 (2),16,80.0%,2,58.5,2,1.09,Copenhagen Flames,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
jabbi,16 (8),6 (0),18,66.7%,-2,66.3,0,0.97,Copenhagen Flames,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
maNkz,13 (10),4 (2),23,53.3%,-10,52.8,-4,0.66,Copenhagen Flames,117686,t,14 : 16 ( 10 : 5 ) ( 4 : 11 ),1.02 : 1.04,15 : 15,1 : 2,Inferno,Funspark ULTI 2021 Europe Regional Series 1,4th of April 2021,SAW,Copenhagen Flames,1,2,NA,1.53 / 2.37,"1. Copenhagen Flames removed Dust2
2. SAW removed Overpass
3. Copenhagen Flames picked Vertigo
4. SAW picked Nuke
5. Copenhagen Flames removed Train
6. SAW removed Mirage
7. Inferno was left over",2347413
sh1ro,29 (6),5 (2),8,91.7%,21,107.5,1,1.9,Gambit,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Hobbit,26 (15),2 (0),14,87.5%,12,109.0,8,1.77,Gambit,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Ax1Le,18 (9),4 (1),16,70.8%,2,82.5,3,1.19,Gambit,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
interz,16 (5),0 (0),13,75.0%,3,73.3,0,1.07,Gambit,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
nafany,8 (5),6 (1),15,70.8%,-7,53.8,-2,0.78,Gambit,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Aerial,17 (6),1 (0),16,58.3%,1,70.7,0,1.0,HAVU,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
xseveN,13 (4),4 (1),19,66.7%,-6,61.1,-1,0.82,HAVU,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
jemi,11 (4),6 (0),21,70.8%,-10,68.8,-2,0.73,HAVU,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
ZOREE,16 (6),1 (1),20,54.2%,-4,51.8,-1,0.62,HAVU,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
sLowi,9 (7),7 (3),21,62.5%,-12,55.9,-6,0.55,HAVU,117681,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.34 : 0.74,17 : 7,1 : 1,Train,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,0,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
sh1ro,22 (9),4 (1),16,73.1%,6,94.8,6,1.43,Gambit,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
nafany,20 (15),5 (2),19,80.8%,1,87.5,-3,1.19,Gambit,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Ax1Le,18 (9),4 (2),19,53.8%,-1,67.8,-1,0.84,Gambit,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Hobbit,14 (6),4 (0),19,69.2%,-5,62.0,-3,0.8,Gambit,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
interz,13 (7),3 (2),22,53.8%,-9,63.6,1,0.77,Gambit,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
ZOREE,20 (5),4 (2),15,76.9%,5,81.6,3,1.29,HAVU,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
sLowi,21 (12),8 (4),18,80.8%,3,80.8,0,1.24,HAVU,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Aerial,19 (5),8 (1),20,76.9%,-1,86.1,1,1.09,HAVU,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
xseveN,20 (9),2 (0),19,69.2%,1,83.7,-1,1.04,HAVU,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
jemi,15 (4),6 (1),15,65.4%,0,65.3,-3,0.95,HAVU,117683,t,10 : 16 ( 4 : 11 ) ( 6 : 5 ),1.01 : 1.12,13 : 13,2 : 1,Mirage,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,1,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Ax1Le,26 (10),8 (3),13,91.3%,13,107.3,3,1.68,Gambit,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
sh1ro,20 (6),8 (2),9,91.3%,11,96.0,1,1.51,Gambit,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
nafany,17 (3),8 (1),13,91.3%,4,83.4,4,1.36,Gambit,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Hobbit,20 (13),3 (1),15,78.3%,5,88.8,4,1.34,Gambit,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
interz,13 (6),8 (1),12,82.6%,1,74.7,-1,1.19,Gambit,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
ZOREE,15 (4),6 (5),19,56.5%,-4,52.2,1,0.77,HAVU,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
Aerial,12 (5),4 (0),19,60.9%,-7,72.6,-2,0.76,HAVU,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
jemi,11 (5),4 (0),20,69.6%,-9,55.8,-5,0.73,HAVU,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
xseveN,12 (5),5 (0),18,47.8%,-6,61.9,-4,0.72,HAVU,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
sLowi,12 (8),4 (1),21,65.2%,-9,52.7,-1,0.61,HAVU,117685,ct,16 : 7 ( 12 : 3 ) ( 4 : 4 ),1.42 : 0.72,17 : 6,2 : 3,Overpass,Pinnacle Cup 2021,4th of April 2021,Gambit,HAVU,2,1,NA,1.44 / 2.62,"1. HAVU removed Vertigo
2. Gambit removed Nuke
3. HAVU picked Train
4. Gambit picked Mirage
5. HAVU removed Inferno
6. Gambit removed Dust2
7. Overpass was left over",2346895
RUSH,25 (14),9 (5),14,79.2%,11,107.5,5,1.66,Complexity,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
blameF,13 (8),7 (2),12,87.5%,1,82.6,-2,1.16,Complexity,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
poizon,15 (8),9 (2),14,70.8%,1,78.5,2,1.12,Complexity,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
k0nfig,16 (11),5 (3),13,66.7%,3,70.1,1,1.08,Complexity,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
jks,15 (5),3 (1),11,83.3%,4,55.1,-2,1.02,Complexity,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
s1mple,18 (8),4 (2),15,66.7%,3,78.1,1,1.14,Natus Vincere,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
Perfecto,17 (7),6 (4),15,66.7%,2,80.6,2,1.07,Natus Vincere,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
electronic,11 (8),1 (0),17,62.5%,-6,53.2,-1,0.75,Natus Vincere,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
Boombl4,10 (3),2 (0),19,58.3%,-9,49.8,-3,0.68,Natus Vincere,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
flamie,8 (3),4 (2),18,50.0%,-10,46.3,-3,0.58,Natus Vincere,117663,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.21 : 0.84,14 : 10,1 : 0,Dust2,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,0,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
jks,25 (18),5 (1),14,85.2%,11,98.1,2,1.42,Complexity,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
poizon,26 (8),3 (0),18,88.9%,8,93.6,0,1.4,Complexity,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
blameF,23 (9),5 (2),16,74.1%,7,97.3,1,1.39,Complexity,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
k0nfig,18 (8),5 (0),17,70.4%,1,65.5,-3,0.99,Complexity,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
RUSH,16 (5),5 (1),18,81.5%,-2,57.0,-3,0.92,Complexity,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
s1mple,24 (7),4 (3),19,77.8%,5,76.9,0,1.25,Natus Vincere,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
