Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
zehN,16 (11),3 (1),19,65.4%,-3,75.6,1,0.97,FunPlus Phoenix,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
suNny,12 (9),8 (2),20,69.2%,-8,58.8,-3,0.76,FunPlus Phoenix,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
STYKO,10 (6),5 (2),19,57.7%,-9,39.8,-4,0.58,FunPlus Phoenix,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
hAdji,24 (11),9 (0),15,76.9%,9,99.7,0,1.46,LDLC,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
Maka,22 (9),5 (2),16,76.9%,6,85.5,4,1.33,LDLC,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
SIXER,20 (13),4 (2),16,80.8%,4,70.0,3,1.15,LDLC,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
Keoz,16 (10),9 (1),21,80.8%,-5,75.3,0,0.98,LDLC,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
Lambert,15 (7),8 (4),15,73.1%,0,63.6,1,0.96,LDLC,117061,t,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.94 : 1.18,9 : 17,2 : 1,Inferno,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,24th of March 2021,FunPlus Phoenix,LDLC,10,16,NA,1.28 / 3.50,"1. LDLC removed Mirage
2. FunPlus Phoenix removed Dust2
3. LDLC removed Overpass
4. FunPlus Phoenix removed Vertigo
5. LDLC removed Train
6. FunPlus Phoenix removed Nuke
7. Inferno was left over",2347425
frozen,19 (15),3 (0),18,84.2%,1,115.6,0,1.41,mousesports,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
dexter,10 (6),1 (0),16,68.4%,-6,57.6,-3,0.71,mousesports,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
acoR,8 (1),2 (0),16,52.6%,-8,48.9,-2,0.53,mousesports,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
Bymas,4 (2),1 (0),18,57.9%,-14,27.6,-3,0.36,mousesports,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
ropz,6 (4),0 (0),17,31.6%,-11,44.4,-5,0.28,mousesports,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
darko,20 (7),7 (0),9,89.5%,11,118.3,3,1.84,PACT,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
Vegi,19 (5),0 (0),7,94.7%,12,85.2,3,1.65,PACT,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
Sobol,17 (13),4 (0),7,84.2%,10,83.3,1,1.44,PACT,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
lunAtic,14 (6),3 (0),13,78.9%,1,101.8,4,1.35,PACT,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
MINISE,14 (3),5 (4),11,94.7%,3,68.8,2,1.19,PACT,117022,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.66 : 1.50,3 : 16,0 : 1,Nuke,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,PACT,3,16,NA,1.22 / 4.00,"1. PACT removed Mirage
2. mousesports removed Overpass
3. PACT removed Inferno
4. mousesports removed Dust2
5. PACT removed Vertigo
6. mousesports removed Train
7. Nuke was left over",2347423
frozen,21 (12),3 (0),17,67.9%,4,86.9,-3,1.19,mousesports,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
Bymas,20 (11),7 (1),22,75.0%,-2,88.7,2,1.06,mousesports,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
ropz,18 (10),2 (1),17,64.3%,1,70.1,2,1.04,mousesports,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
acoR,19 (3),3 (1),20,67.9%,-1,72.9,3,1.03,mousesports,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
dexter,14 (5),3 (2),21,50.0%,-7,53.0,-2,0.66,mousesports,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
Lucky,26 (9),6 (1),16,78.6%,10,88.5,2,1.36,DBL PONEY,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
NBK-,25 (16),4 (0),19,71.4%,6,87.2,0,1.28,DBL PONEY,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
bodyy,16 (10),9 (1),20,60.7%,-4,84.1,1,1.0,DBL PONEY,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
Djoko,18 (9),2 (0),19,57.1%,-1,68.5,-3,0.92,DBL PONEY,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
afroo,12 (4),4 (3),18,50.0%,-6,57.2,-2,0.73,DBL PONEY,117001,ct,12 : 16 ( 9 : 6 ) ( 3 : 10 ),1.00 : 1.06,15 : 13,2 : 2,Vertigo,Fantasyexpo Spring Cup 2021 - BLAST Premier Qualifier,23rd of March 2021,mousesports,DBL PONEY,12,16,NA,1.28 / 3.50,"1. DBL PONEY removed Mirage
2. mousesports removed Overpass
3. DBL PONEY removed Train
4. mousesports removed Dust2
5. DBL PONEY removed Inferno
6. mousesports removed Nuke
7. Vertigo was left over",2347420
mezii,20 (7),2 (0),8,90.9%,12,88.6,1,1.62,Cloud9,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
floppy,17 (8),4 (1),10,81.8%,7,79.0,0,1.33,Cloud9,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
ALEX,15 (6),6 (2),15,77.3%,0,76.6,2,1.26,Cloud9,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
Xeppaa,16 (10),3 (0),16,72.7%,0,78.9,2,1.18,Cloud9,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
es3tag,10 (3),5 (3),8,77.3%,2,52.3,3,1.15,Cloud9,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
arT,14 (2),1 (0),17,63.6%,-3,69.0,0,0.96,FURIA,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
VINI,11 (5),1 (0),15,77.3%,-4,59.1,0,0.91,FURIA,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
yuurih,11 (4),3 (0),13,86.4%,-2,48.0,-3,0.89,FURIA,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
KSCERATO,13 (7),6 (2),16,59.1%,-3,73.7,0,0.89,FURIA,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
junior,8 (3),3 (2),17,40.9%,-9,37.6,-5,0.49,FURIA,116969,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.83,15 : 7,1 : 1,Overpass,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,1,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
ALEX,27 (11),3 (0),8,94.1%,19,138.6,3,2.27,Cloud9,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
mezii,21 (11),2 (0),10,88.2%,11,99.1,2,1.65,Cloud9,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
floppy,14 (4),7 (0),8,100.0%,6,98.8,1,1.49,Cloud9,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
Xeppaa,12 (5),3 (0),10,88.2%,2,79.6,1,1.26,Cloud9,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
es3tag,9 (2),8 (1),11,88.2%,-2,72.4,2,1.02,Cloud9,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
yuurih,14 (5),4 (0),16,70.6%,-2,103.8,1,1.17,FURIA,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
KSCERATO,13 (5),1 (0),17,64.7%,-4,77.2,-3,0.85,FURIA,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
arT,6 (2),1 (0),16,47.1%,-10,55.4,-1,0.55,FURIA,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
VINI,8 (5),0 (0),17,52.9%,-9,57.2,-4,0.53,FURIA,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
junior,6 (2),3 (1),17,52.9%,-11,34.2,-2,0.34,FURIA,116972,ct,16 : 1 ( 14 : 1 ) ( 2 : 0 ),1.54 : 0.69,13 : 4,6 : 1,Nuke,ESL Pro League Season 13,22nd of March 2021,Cloud9,FURIA,2,0,0,3.25 / 1.33,"1. Cloud9 removed Mirage
2. FURIA removed Dust2
3. Cloud9 picked Overpass
4. FURIA picked Nuke
5. Cloud9 removed Train
6. FURIA removed Inferno
7. Vertigo was left over",2346945
s1mple,52 (12),9 (5),28,83.3%,24,98.3,5,1.6,Natus Vincere,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
B1T,46 (34),9 (2),36,77.1%,10,97.5,-2,1.29,Natus Vincere,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
Boombl4,29 (15),10 (3),33,72.9%,-4,67.6,-5,0.99,Natus Vincere,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
electronic,30 (16),10 (4),34,72.9%,-4,67.3,-3,0.93,Natus Vincere,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
Perfecto,20 (10),9 (1),31,66.7%,-11,54.8,1,0.82,Natus Vincere,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
